,Unnamed: 0,Sr. No.,Project Code,State,Year of Subsidy Sanctioned,District,Name of Beneficiary,Project Address,Total Project Cost(In Lakhs),Total Amount Sanctioned (In Lakhs),Supported By,Current Status of Project,Component Details
954,954,955,09BLK0CS000102,Uttar Pradesh,2013-14,Mathura,BHARAT COLD STORAGE & ICE FACTORY,"Village-Siyara, Taluka-Mahavan, Dist-Mathura (Uttar Pradesh)",406.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45747.00MT
955,955,956,09BLK0CS000041,Uttar Pradesh,2013-14,Hathras,DR VIDYA RAM & BROTHERS COLD STORAGE & ICE FACTORY,"KHATA NO. 499, GATA NO. 636, VILLAGE MAHAMAI SALAWAT NAGAR, TEHSIL SIKANDRA RAO, DISTT. HATHRAS, (U.P.)",424.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45870.00MT
956,956,957,09BLK0CS000117,Uttar Pradesh,2013-14,Kaushambi,Heera Cold Storage & Ice Factory,"Village-Trilokpur, Taluka-Sirathu, Pargana-Karda, Dist-Kaushambi (Uttar Pradesh)",334.0,111.62,NHB,Completed,COLD / CA STORAGECOLD STORAGE45017.00MT
957,957,958,09BLK0CS000129,Uttar Pradesh,2013-14,Hathras,KVS Cold Storage Pvt. Ltd.,"Village-Baghena, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",522.78,103.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37028.54MT
958,958,959,09BLK0CS000035,Uttar Pradesh,2013-14,Jyotiba Phule Nagar,LEELAVILAS COLD STORAGE PRIVATE LIMITED,"MAUZA -RAHALAI, RAHALAI TO IRADAT NAGAR ROAD, TEHSIL KHERAGARH, DISTT-AGRA (UTTAR PRADESH)",398.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45207.00MT
959,959,960,09BLK0CS000147,Uttar Pradesh,2013-14,Hathras,Maa Brahma Devi Ice & Cold Storage Pvt. Ltd.,"Village-Bamauli, Po-Luheta, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",227.76,49.65,NHB,Completed,COLD / CA STORAGECOLD STORAGE12425.00MT
960,960,961,09BLK0CS000017,Uttar Pradesh,2013-14,Hathras,MADAN LAL AGARWAL SHEETGRAH PRIVATE LIMITED,"Village-Salem Pur, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",402.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45090.00MT
961,961,962,09BLK0CS000163,Uttar Pradesh,2013-14,Budaun,Maheshwari Cold Storage and Allied Industries,"Vill- Madanjhudi, Post- Hatsa, Taluak-Bisauli, Distt.- Budaun 202520 (Uttar Pradesh)",312.0,58.13,NHB,Completed,COLD / CA STORAGECOLD STORAGE42422.00MT
962,962,963,09BLK0CS000100,Uttar Pradesh,2013-14,Mahamaya Nagar,Manvendra Ice & Cold Storage Pvt. Ltd.,"Village-Parsara, Taluka & Dist-Hathras (Uttar Pradesh)",280.09,68.67,NHB,Completed,COLD / CA STORAGECOLD STORAGE23074.00MT
963,963,964,09BLK0CS000093,Uttar Pradesh,2013-14,Agra,PREM ICE AND PRESERVATION PRIVATE LIMITED,"MAUZA-GAUHARA, TEHSIL KHERAGARH, DIST-AGRA (UTTAR PRADESH)",395.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45368.00MT
964,964,965,09BLK0CS000167,Uttar Pradesh,2013-14,Agra,S.K. Ice & Cold Warehouse Pvt. Ltd.,"Village-Pohiya, Taluka-Khandoli, Dist-Agra (Uttar Pradesh)",507.39,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36321.00MT
965,965,966,09BLK0CS000105,Uttar Pradesh,2013-14,Allahabad,Shiva Sheetgrih,"Village-Chandarpur Urf Basmahua, Taluka-Phulpur, Dist-Allahabad (Uttar Pradesh)",334.0,116.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE44950.00MT
966,966,967,09BLK0CS000097,Uttar Pradesh,2013-14,Hathras,Shivshambhu Sheetgrah Pvt. Ltd.,"Mauza Mahokhas, Taluka & Dist-Hathras (Uttar Pradesh)",494.32,99.56,NHB,Completed,COLD / CA STORAGECOLD STORAGE36860.00MT
967,967,968,09BLK0CS000175,Uttar Pradesh,2013-14,Etah,Shri Ram Niwas Ice & Cold Storage,"Village-Sasota Doshpur, (Aliganj-Kaimganj Raod)Taluka-Aliganj, Distt.-Etah (U.P.)",360.0,89.1,NHB,Completed,COLD / CA STORAGECOLD STORAGE45860.00MT
968,968,969,09BLK0CS000125,Uttar Pradesh,2013-14,Hathras,Venkateshawar Sheetgrah Pvt. Ltd.,"Village-Korna Chamarua, Post-Pata Khas, Taluka-Hathras, Dist-Hathras (Uttar Pradesh)",510.12,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36877.00MT
969,969,970,09BLK0CS000136,Uttar Pradesh,2013-14,Unnao,Badri Bishal Foods Private Limited,"VILLAGE OSIYA, MARRAYAR DISTT UNNAO, (U.P.)",391.22,90.11,NHB,Completed,COLD / CA STORAGECOLD STORAGE46383.00MT
970,970,971,09BLK0004858,Uttar Pradesh,2013-14,Agra,Jitendra Jeet Singh,"Village-Savlajat Y.P. Puram, District Agra",35.7,9.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA15.00TONNES
971,971,972,09BLK0004860,Uttar Pradesh,2013-14,Agra,Vinayak Kumar,"D-7, Foundry Nagar, Hathras Road District- Agra (UP)",35.7,9.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA15.00TONNES
972,972,973,09BLK0004859,Uttar Pradesh,2013-14,Agra,Virender Jeet Singh,"Mauza Usra, East Road, National Highway , Gwalior Road, Dist.- Agra (UP)",35.7,9.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA15.00TONNES
973,973,974,09BLK0004847,Uttar Pradesh,2013-14,Firozabad,M/s. Ram Nath Singh Cold Storage Pvt. Ltd.,"Araon Road Sirsaganj, Tal-Shikohabad, Distt.-Firozabad [U.P.]",7.85,2.98,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA5.00TONNES
974,974,975,09CBT0004245,Uttar Pradesh,2013-14,Gautam Buddha Nagar,O''SoYum Fruits,"33E, MUP II, Ecotech III, Greater Noida - 201306 (UP)",102.0,25.54,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBER0164.00TONNES
975,975,976,09BLK0CS000168,Uttar Pradesh,2013-14,Allahabad,Phoolpur Cold Storage & Ice Factory,"Gram-Chak Abdul Kareem Urf Pure Bhulai Taluka-Phoolpur, Dist-Allahabad (Uttar Pradesh)",379.0,114.12,NHB,Completed,COLD / CA STORAGECOLD STORAGE44755.00MT
976,976,977,09BLK0CS000171,Uttar Pradesh,2013-14,Aligarh,Shree Balram Sheetgrah Pvt. Ltd,"Village-Bamani, Taluka-Khair, Dist-Aligarh (Uttar Pradesh)",502.98,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36092.64MT
977,977,978,09BLK0CS000091,Uttar Pradesh,2013-14,Mathura,SHRI BALDAU SHEETGRAH PRIVATE LIMITED,"Mauza-Karab, Tehsil- Mahawan(Mat), Dist-Mathura (Uttar Pradesh)",412.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45382.00MT
978,978,979,09BLK0004852,Uttar Pradesh,2013-14,Mathura,La Organiq Foods Pvt. Ltd.,"Mathura Sonkh Road, Taluka-Mathura, Dist-Mathura (Uttar Pradesh)",418.4,43.37,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA108.00TONNES
979,979,980,09BLK0004845,Uttar Pradesh,2013-14,Firozabad,M/s. L.P.S. Cold Storage (P) Ltd.,"Arown Road Sirsaganj, Tal-Shikohabad, Distt.-Firozabad [U.P.]",7.85,2.98,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA5.00TONNES
980,980,981,09BLK0CS000162,Uttar Pradesh,2013-14,Etah,M/S Shree Dugdh Dairy & Cold Storage,"Marehara Road, In Km. 01, Mauza Kasaiti, Pargana Sakeet, Tehsil & Distt.-Etah, (U.P.)",183.36,49.81,NHB,Completed,COLD / CA STORAGECOLD STORAGE12306.00MT
981,981,982,09BLK0CS000165,Uttar Pradesh,2013-14,Firozabad,A.L.P Enterprises Pvt. Ltd.,"Village-Dakhinara, Taluka-Shikohabad, Dist-Firozabad (Uttar Pradesh)",484.23,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36391.00MT
982,982,983,09BLK0CS000166,Uttar Pradesh,2013-14,Etawah,Gopalkrishna Cold Storage Pvt. Ltd.,"Village-Datavali, Etawah-Farrukhabad Road, Taluka-Etawah, Dist-Etawah (Uttar pradesh)",489.59,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36826.68MT
983,983,984,09BLK0CS000063,Uttar Pradesh,2013-14,Aligarh,M. D. Fresh Veg Pvt. Ltd.,"Village-Ramnagar, Tehsil-Iglas, Distt.-Alihgarh, (U.P.)",1003.01,69.44,NHB,Completed,COLD / CA STORAGECOLD STORAGE42480.00MT
984,984,985,09CBT0004243,Uttar Pradesh,2013-14,Gautam Buddha Nagar,MKG Foods and Logistics,"Sy/khasra No D-72 EPIP Site-V UPSIDC industrial Area, Kasna Greater Noida District-Gautam Budh Nagar",180.0,22.34,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA56.00TONNES
985,985,986,09BLK0004864,Uttar Pradesh,2013-14,Mau,NAYA DAUR AGRO PRIVATE LIMITED,"Village- Sultanpur Urf Benaura, Taluka-Ghosi, Dist.-Mau (UP)",220.0,22.91,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA57.00TONNES
986,986,987,09BLK0CS000081,Uttar Pradesh,2013-14,Aligarh,"Shri Radha Krishna Ice&Cold Storage Pvt. Ltd,U-II","Village-Lhhosra, Taluka-Khair, Dist-Aligarh (Uttar Pradesh)",494.5,116.96,NHB,Completed,COLD / CA STORAGECOLD STORAGE45986.40MT
987,987,988,09BLK0CS000112,Uttar Pradesh,2013-14,Hathras,UNCHAGAON ICE AND COLD STORAGE PRIVATE LIMITED,"Village-Nasirpur, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",401.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45374.00MT
988,988,989,09BLK0CS000104,Uttar Pradesh,2013-14,Mahamaya Nagar,BISAWAR SHEETGRAH PRIVATE LIMITED,"KHASRA NO.1982, MAUZA-BISAWAR, TEHSIL SADABAD, DISTT.HATHRAS",405.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45608.00MT
989,989,990,09BLK0CS000133,Uttar Pradesh,2013-14,Hathras,Dorilal Sheetgrah Pvt. Ltd.,"Village-Korna, Post-Pata Khas, Distt.-Hathras (U.P.)",509.69,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36822.92MT
990,990,991,09BLK0CS000103,Uttar Pradesh,2013-14,Hathras,JAI JAHARVEER SHEETGRAH PRIVATE LIMITED,"MAUZA BIJALPUR, TEHSIL-SADABAD, DISTT-HATHRAS (UTTAR PRADESH)",394.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45499.18MT
991,991,992,09BLK0CS000098,Uttar Pradesh,2013-14,Hathras,JPGD Cold Storage Pvt. Ltd.,"Village-Bamnai, Po-Luheta, Dist-Hathras (Uttar Pradesh)",504.86,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36725.16MT
992,992,993,09BLK0CS000151,Uttar Pradesh,2013-14,Hathras,Maa Taragarh Ice & Cold Storage Pvt. Ltd.,"Village-Kheria Asha, Taluka & Dist-Hathras (Uttar Pradesh)",229.89,81.83,NHB,Completed,COLD / CA STORAGECOLD STORAGE23589.00MT
993,993,994,09BLK0CS000051,Uttar Pradesh,2013-14,Hathras,P.R.R. Ice & Cold Storage Private Limited,"Village-Mauza Badhar (Kothi), Taluka-Sadabad, Distt-Hathras (Uttar Pradesh)",184.0,64.8,NHB,Completed,COLD / CA STORAGECOLD STORAGE22700.00MT
994,994,995,09BLK0CS000159,Uttar Pradesh,2013-14,Mahamaya Nagar,S.N. Singhal Cold Storage Pvt. Ltd,"Village-Mansya, Taluka-Sadabad, Dist-Mahamaya Nagar (Uttar Pradesh)",500.93,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37064.00MT
995,995,996,09BLK0CS000160,Uttar Pradesh,2013-14,Aligarh,Shri Balaji Ice & Cold Storage,"Village-Gopi, G.T Road, Dist-Aligarh (Uttar Pradesh)",534.97,110.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36816.86MT
996,996,997,09BLK0CS000183,Uttar Pradesh,2013-14,Agra,Alipuria Food and Cold Storage Pvt. Ltd.,"Bharatpur Road, Fatehabad, Agra [U.P.]",234.52,49.52,NHB,Completed,COLD / CA STORAGECOLD STORAGE12292.60MT
997,997,998,09BLK0CS000124,Uttar Pradesh,2013-14,Hathras,Chetan Cold Storage Pvt. Ltd,"Village-Lakhnu-Koka Road, Tehsil & Dist-Hathras (Uttar Pradesh)",510.12,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37100.25MT
998,998,999,09BLK0CS000142,Uttar Pradesh,2013-14,Hathras,Jai Maa Laxmi Sheetgrah Private Limited,"Village-Salempur, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",375.0,114.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE35061.60MT
999,999,1000,09BLK0CS000084,Uttar Pradesh,2013-14,Allahabad,Jai Mahadev Cold Storage & Ice Factory,"Village-Bhabhanpur, Post-Aruvav, Taluka-Soraon, Dist-Allahabad (Uttar Pradesh)",323.0,111.5,NHB,Completed,COLD / CA STORAGECOLD STORAGE45060.00MT
1000,1000,1001,09BLK0CS000127,Uttar Pradesh,2013-14,Hathras,M.B. Sheetgrah Pvt. Ltd.,"Village-Bilara, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",533.29,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36986.00MT
1001,1001,1002,09BLK0CS000076,Uttar Pradesh,2013-14,Agra,M/S. Shreekrishna Ice & Preservation (P) Ltd.,"Village-Jahangirpur, Taluka-Etmadpur, Distt.-Agra (U.P.)",520.0,101.54,NHB,Completed,COLD / CA STORAGECOLD STORAGE49296.00MT
1002,1002,1003,09BLK0CS000010,Uttar Pradesh,2013-14,Firozabad,Maa Siddheshwari Sheetgrah Pvt. Ltd.,"Village-Rupaspur, Taluka-Shikohabad, Dist-Firozabad (Uttar Pradesh)",477.23,114.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE46392.00MT
1003,1003,1004,09BLK0CS000174,Uttar Pradesh,2013-14,Mahamaya Nagar,Shri Sai Preservation & Ice Factory Pvt. Ltd.,"Village-Birra, Taluka-Sasni, Dist-Hathras (Uttar Pradesh)",475.12,107.41,NHB,Completed,COLD / CA STORAGECOLD STORAGE37290.00MT
1004,1004,1005,09BLK0CS000113,Uttar Pradesh,2013-14,Hathras,VISHWANATH SHEETGRAH PRIVATE LIMITED,"Village-Rayak, Taluka-Hathras, Dist-Hathras (Uttar Pradesh)",394.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE25297.00MT
1005,1005,1006,09BLK0CS000196,Uttar Pradesh,2013-14,Agra,Jai Jinendra Sheetgrah Pvt. Ltd.,"Village- Bhanpura, Taluka- Shamshabad, Dist.- Agra (UP)",552.5,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37309.70MT
1006,1006,1007,09BLK0CS000189,Uttar Pradesh,2013-14,Kannauj,Shri Mukhiya Ji Cold Storage Private Limited,"Village- Manimau, Taluka- Manimau, Dist.- Kannauj (U.P)",63.25,13.42,NHB,Completed,COLD / CA STORAGECOLD STORAGE1976.00MT
1007,1007,1008,09BLK0CS000092,Uttar Pradesh,2013-14,Hathras,TLK ICE AND COLD STORAGE PRIVATE LIMITED,"Mauza Bisawar, BIsawar To Radio Link Road, Taluka-Sadabad, Dist-Hathras (Uttar Pradesh)",404.0,113.41,NHB,Completed,COLD / CA STORAGECOLD STORAGE47794.00MT
1008,1008,1009,09BLK0CS000099,Uttar Pradesh,2013-14,Mathura,Maharaja Cold Storage Pvt. Ltd.,"Village-Pali Doongra, Sonkh, Taluka & Dist-Mathura (Uttar Pradesh)",316.26,94.87,NHB,Completed,COLD / CA STORAGECOLD STORAGE24781.00MT
1009,1009,1010,09BLK0CS000065,Uttar Pradesh,2013-14,Kaushambi,KAMADHGIRI COLD STORAGE & ICE FACTORY,"Mehwaghat Road, Gram & Post - Tewa, Tehsil - Manjhanpur, District - Kaushambi (Uttar Pradesh)",323.0,86.94,NHB,Completed,COLD / CA STORAGECOLD STORAGE45165.24MT
1010,1010,1011,09BLK0CS000043,Uttar Pradesh,2013-14,Hathras,Khan Ice & Cold Storage Pvt. Ltd.,"Vill & Po-Mendu, Dist-Hathras (Uttar Pradesh)",514.59,84.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE46182.00MT
1011,1011,1012,09BLK0CS000118,Uttar Pradesh,2013-14,Shahjahanpur,Khushi Cold Storage Pvt. Ltd.,"Village-Bahadurpur, Taluka-Powayan, Dist-Shahjahanpur (Uttar Pradesh)",418.0,92.87,NHB,Completed,COLD / CA STORAGECOLD STORAGE44703.00MT
1012,1012,1013,09BLK0CS000108,Uttar Pradesh,2013-14,Agra,Paritosh Cold Storage Pvt. Ltd.,"Village-Trakpura, Pawavali, Block-Baroli Ahir, Sadar, Dist-Agra (Uttar Pradesh)",510.06,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37153.95MT
1013,1013,1014,09BLK0CS000205,Uttar Pradesh,2013-14,Mathura,Vachiz Food Pvt.Ltd.,"Village- Chharora, Taluka - Mathura, Distt.- Mathura (UP)",217.6,99.23,NHB,Completed,COLD / CA STORAGECOLD STORAGE41272.00MT
1014,1014,1015,09BLK0CS000190,Uttar Pradesh,2013-14,Hathras,Shree Balaji Ice & Cold Storage,"Village- Vijaygarh Road, Taluka- Sasni, Dist.- Hathras (UP)",411.68,97.45,NHB,Completed,COLD / CA STORAGECOLD STORAGE24511.38MT
1015,1015,1016,09BLK0CS000070,Uttar Pradesh,2013-14,Unnao,Singh Ice & Preservation (P) Ltd.,"Village-Raukarna, (Unnao Hardoi Road), Distt.- Unnao, State-U.P.",370.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45060.00MT
1016,1016,1017,09BLK0004914,Uttar Pradesh,2013-14,Firozabad,Shree Veer Bhan Singh Cold Storage Pvt.Ltd.,"Village- Sarai Bharthra, Taluka- Shikohabad, Distt.- Firozabad (UP)",8.25,3.0,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT015.00TONNES
1017,1017,1018,09BLK0004920,Uttar Pradesh,2013-14,Agra,Divya,"Village- Y.P Puram, Mauza Sewla Jaat, Taluka- Agra, Distt.- Agra (UP)",38.35,9.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA15.00TONNES
1018,1018,1019,09BLK0004919,Uttar Pradesh,2013-14,Agra,Shweta Poddar,"Village- Foundry Nagar, Taluka- Agra, Distt.- Agra (Utter Pradesh)",38.35,9.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA15.00TONNES
1019,1019,1020,09BLK0CS000094,Uttar Pradesh,2013-14,Kanpur Nagar,Amar Ice & Preservations Pvt. Ltd.,"Village-Iliyaspur, Taluka-Bilhaur, Dist-Kanpur Nagar (Uttar Pradesh)",375.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45038.60MT
1020,1020,1021,09BLK0CS000148,Uttar Pradesh,2013-14,Allahabad,Sagar Cold Storage & Ice Factory,"Village-Sultanpur Khas, Taluka-Soraon, Dist-Allahabad (Uttar Pradesh)",323.0,118.4,NHB,Completed,COLD / CA STORAGECOLD STORAGE44934.00MT
1021,1021,1022,09BLK0004921,Uttar Pradesh,2013-14,Agra,Shivani,"Village- Puram, Mauza Sewla Jaat, Taluka- Agra, Distt.- Agra (UP)",38.35,9.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VAN0115.00TONNES
1022,1022,1023,09BLK0CS000201,Uttar Pradesh,2013-14,Faizabad,Shree Navdurga Bansal Cold Storage & Ice Factory,"Village-Usroo, Taluka-Faizabad, Dist-Faizabad (Uttar Pradesh)",187.85,63.7,NHB,Completed,COLD / CA STORAGECOLD STORAGE22654.00MT
1023,1023,1024,09BLK0004923,Uttar Pradesh,2013-14,Agra,Tervinder Jeet Singh,"Village- Y.P. Puram, Mauza Sewla Jaat, Taluka- Agra, Distt- Agra (Uttar Pradesh)",38.35,9.6,NHB,Completed,POST HARVEST INFRASTRUCTUREREFER VANNA15.00TONNES
1024,1024,1025,09BLK0CS000197,Uttar Pradesh,2014-15,Kanpur Nagar,Baba Barfani Cold Storage,"Village-Munderi, Taluka-Bilhaur, Dist-Kanpur Nagar (Uttar Pradesh)",434.39,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45928.00MT
1025,1025,1026,09BLK0CS000224,Uttar Pradesh,2014-15,Aligarh,Sanjay Ice & Preservation India Pvt. Ltd.,"Village- Khair, Taluka- Khair, Distt.- Aligarh (UP)",498.0,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE36624.00MT
1026,1026,1027,09BLK0CS000210,Uttar Pradesh,2014-15,Sultanpur,Rahmat Cold Storage & Ice Plant,"Village- Rampur Hanumanganj, Pargana Meeranpur Taluka- Lambhuwa Distt.- Sultanpur(Utter Pradesh)",507.46,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45000.00MT
1027,1027,1028,09BLK0004918,Uttar Pradesh,2014-15,Aligarh,Yashpal Agriproducts & Sheetgrah Pvt. Ltd.,"Village- Kareka, Taluka- Iglas, Distt.- Aligarh (UP)",78.22,6.08,NHB,Completed,POST HARVEST INFRASTRUCTUREGRADING PACKING UNITNA5.00TONNES
1028,1028,1029,09BLK0004993,Uttar Pradesh,2014-15,Agra,SHRI BALVEER SINGH ICE AND COLD STORAGE PVT LTD (MR. MAN SINGH DESHWAR),"M/S SHRI BALVEER SINGH ICE AND COLD STORAGE VILL- GAMRI POST- MALPURA, DISTT.- AGRA STATE - U.P.",10.0,3.6,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT015.00TONNES
1029,1029,1030,09BLK0CS000223,Uttar Pradesh,2014-15,Aligarh,Mayra Sheetalay Pvt. Ltd.,"Village- Hasangarh Bhaura Gaurva, Taluka- Iglas, Distt.- Aligarh (UP)",300.0,114.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45000.00MT
1030,1030,1031,09BLK0CS000212,Uttar Pradesh,2014-15,Allahabad,Dayal Cold Storage & Ice Factory,"Village - Jaliasai, Taluka- Soraon, Distt:- Allahabad,(Uttar Pradesh)",392.9,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45000.00MT
1031,1031,1032,09BLK0CS000219,Uttar Pradesh,2014-15,Aligarh,J.R Agritech Pvt. Ltd.,"Village-Jagner, Taluka-Iglas, Dist-Aligarh (Uttar Pradesh)",1638.65,455.86,NHB,Completed,COLD / CA STORAGECOLD STORAGE64955.00MT
1032,1032,1033,09BLK0CS000211,Uttar Pradesh,2014-15,Aligarh,Friolay C.A.Storage,"Village- Atrauli, Taluka- Atrauli, Distt.- Aligarh (Utter Pradesh)",1541.96,457.6,NHB,Completed,COLD / CA STORAGECA STORAGE143623.00MT
1033,1033,1034,09BLK0CS000039,Uttar Pradesh,2014-15,Faizabad,Kaleshwar Cold Storage Pvt. Ltd.,"Village-Kotki, Taluka-Tundla, Dist-Firozabad (Uttar Pradesh)",319.18,89.15,NHB,Completed,COLD / CA STORAGECOLD STORAGE23910.00MT
1034,1034,1035,09BLK0CS000199,Uttar Pradesh,2014-15,Aligarh,Lagsma Ice & Cold Storage Private Limited,"Village- Ajahri, Pargana Hasangarh, Taluka- Iglas, Distt.- Aligarh (Uttar Pradesh)",571.68,108.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE37097.00MT
1035,1035,1036,09BLK0CS000071,Uttar Pradesh,2014-15,Unnao,Munna Kashmiri Cold Storage Pvt. Ltd.,"Village-Purwa, Tal-Unnao, Distt-Unnao, U.P.",385.0,115.39,NHB,Completed,COLD / CA STORAGECOLD STORAGE44908.00MT
1036,1036,1037,09BLK0CS000206,Uttar Pradesh,2014-15,Kanpur Dehat,Neelam Agrotech Pvt. Ltd.,"Village- Chiraura, Taluka- Akbarpur, Distt.- Kanpur Dehat (UP)",250.0,116.9,NHB,Completed,COLD / CA STORAGECOLD STORAGE65426.00MT
1037,1037,1038,09BLK0004974,Uttar Pradesh,2014-15,Agra,Kamil Agro Food,"Village- Ujrai, Taluka- Etmadpur, Distt.- Agra (Utter Pradesh)",136.33,28.35,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA70.00TONNES
1038,1038,1039,09BLK0004924,Uttar Pradesh,2014-15,Shahjahanpur,Zaid Ripening Plant (Prop: Zahoor Ali Khan),"Post P.A.C, Near Nariyawal Bazar, Shahajahapur Road, Nariyawal, Bareilly (UP)",130.47,18.14,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA45.00TONNES
1039,1039,1040,09BLK0004702,Uttar Pradesh,2014-15,Firozabad,Shanti Devi Cold Storage,"Village-Kaverpur, Taluka-Shikohabad, Dist-Firozabad (Uttar Pradesh)",6.82,3.43,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELTNA5.00TONNES
1040,1040,1041,09BLK0004977,Uttar Pradesh,2014-15,Barabanki,GREENRISE PRODUCTS PRIVATE LIMITED,"IIDC UPSIDC Plot E-71 VILLAGE- JUGAUR, TALUKA- FATEHPUR, DISTT.- BARABANKI (UTTAR PRADESH)",72.0,21.6,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA70.00TONNES
1041,1041,1042,09BLK0CS000055,Uttar Pradesh,2014-15,Lucknow,Golden Cold Storage,"Village-Bhikharipur, Taluka-Bakhshi Ka Talab, Post-Kumhrawn, Dist-Lucknow (Uttar Pradesh)",315.0,116.25,NHB,Completed,COLD / CA STORAGECOLD STORAGE45000.00MT
1042,1042,1043,09BLK0005021,Uttar Pradesh,2014-15,Rae Bareli,M/s Ssdiq cold Storage & Ice Factory,"M/s Sadiq Cold Storage & Ice Factory , Tehsil salon Jagatpur road Salon, Distt Raebareli UP",46.77,12.78,NHB,Completed,POST HARVEST INFRASTRUCTURECONVEYOR BELT0110.00TONNES
1043,1043,1044,09BLK0CS000226,Uttar Pradesh,2014-15,Moradabad,Turki Cold Storage & General Rice Mills,"Village- Farrukhpur, Taluka- Sambhal, Distt.- Moradabad (UP)",300.0,120.0,NHB,Completed,COLD / CA STORAGECOLD STORAGE45920.00MT
1044,1044,1045,09BLK0CS000203,Uttar Pradesh,2014-15,Hathras,Bhavini Cold Storage,"Village- Bijahari, Taluka- Hathras, Distt.- Hathras (UP)",435.08,82.42,NHB,Completed,COLD / CA STORAGECOLD STORAGE24313.46MT
1045,1045,1046,09CBT0004248,Uttar Pradesh,2014-15,Gautam Buddha Nagar,Divit Fresh Foods Pvt.Ltd.,"Village- Kasna, Taluka- Greater Noida, Distt.- Gautam Buddha Nagar (UP)",233.62,48.0,NHB,Completed,POST HARVEST INFRASTRUCTURERIPENING CHAMBERNA120.00TONNES
1046,1046,1047,09BLK0CS000193,Uttar Pradesh,2014-15,Unnao,Dixit Agrotech Pvt. Ltd.,"Village- Mugulpur, Taluka- Badarka, Dist.- Unnao (UP)",432.81,94.34,NHB,Completed,COLD / CA STORAGECOLD STORAGE45996.00MT
